Feature,Importance,Percentage
Methylation_cg03159396,0.7681980255289993,1.1909504763512477
Methylation_cg04715503,0.6593847937031724,1.0222554706760538
Methylation_cg25971727,0.5453291070352217,0.8454329980144957
Methylation_cg05829338,0.49704145778950964,0.7705718333669279
Methylation_cg21038156,0.495115644682066,0.7675862125224925
Methylation_cg22947965,0.47173153407083096,0.7313334277638712
Methylation_cg06248767,0.45486513112822863,0.7051851561577422
Methylation_cg27539986,0.4521832014775093,0.7010273149645613
Methylation_cg25170591,0.44820983672106696,0.6948673399423089
Methylation_cg04078410,0.4085364350470442,0.6333609899492652
Methylation_cg05559795,0.4060275482116836,0.629471419978519
Methylation_cg01643123,0.3855608055308961,0.597741480386111
Methylation_cg11560280,0.38397249733567745,0.5952790991525928
Methylation_cg02058408,0.38045848142548644,0.5898312604663818
Methylation_cg26010734,0.36917358811436,0.5723360982584289
Methylation_cg11318054,0.3565887124998666,0.5528255513553942
Methylation_cg17395064,0.35512126082458834,0.5505505360421336
Methylation_cg12298212,0.35078174671263945,0.5438229134409174
Methylation_cg26591930,0.33178842038568046,0.5143772363044659
Methylation_cg02053896,0.3308377888931818,0.5129034561186262
Methylation_cg02783887,0.33082693003880465,0.5128866214518303
Methylation_cg24180402,0.3300877528307376,0.5117406624428245
Methylation_cg07148968,0.3265283218085334,0.5062224159353378
Methylation_cg08047907,0.3205848192694405,0.4970081027701183
Methylation_cg15700197,0.31963215525110267,0.4955311715248696
Methylation_cg12077963,0.2970616853005027,0.4605397877333945
Methylation_cg15026277,0.2913557638776876,0.4516938006171885
Methylation_cg09696939,0.2897588403141287,0.4492180628314693
Methylation_cg22969666,0.2836800207882292,0.4397939654380427
Methylation_cg05355225,0.2785583790025288,0.4318537969897055
Methylation_cg02773086,0.2737893691735478,0.42446031986687954
Methylation_cg13132370,0.2735877392137991,0.4241477295078454
Methylation_cg05923595,0.266842165759438,0.4136899521486788
Methylation_cg10224600,0.25987861045063915,0.4028942338097761
Methylation_cg14206172,0.25532595192016366,0.39583616978806685
Methylation_cg00002719,0.2513318025129603,0.3896439719679133
Methylation_cg17435901,0.2502710960144288,0.38799954062636566
Methylation_cg12317414,0.24963495361807878,0.3870133182399717
Methylation_cg15229275,0.23537694909178064,0.36490889110255526
Methylation_cg06464594,0.23089104022780554,0.35795431022513047
Methylation_cg12506775,0.22095618733349567,0.3425521386577014
Methylation_cg21523564,0.21489885420734017,0.3331613519955704
Methylation_cg26560222,0.2079259927150039,0.3223512061219064
Methylation_cg10648670,0.20393549520123508,0.31616466989431224
Methylation_cg10742957,0.195693542752547,0.3033870307067212
Methylation_cg24302235,0.19499185550499826,0.30229919302171504
Methylation_cg15356923,0.1934748918567291,0.2999474184538624
Methylation_cg03514404,0.19211089696066477,0.2978327939466075
Methylation_cg03225210,0.19173056924949522,0.2972431654214951
Methylation_cg23445461,0.18571392399592296,0.28791545786087747
Methylation_cg14142965,0.17543682408353894,0.2719826949151061
Methylation_cg13782615,0.17503181451251779,0.2713548016824956
Methylation_cg04505435,0.1539095112696168,0.23860853539074656
Methylation_cg14928057,0.14716258133131288,0.22814865505143134
Methylation_cg12507655,0.14716090591811748,0.22814605762983323
Methylation_cg17355294,0.13407612945303526,0.20786050592809818
Methylation_cg24940138,0.13368313638700202,0.20725124208773268
Methylation_cg19505129,0.1306994249600298,0.20262554346946265
Methylation_cg20536041,0.12017057802779471,0.18630249283321576
Methylation_cg09784335,0.11986604595019938,0.18583037156913593
Methylation_cg26786980,0.11393630213200541,0.17663738878314672
Methylation_cg16596604,0.11344038406659096,0.17586855856410286
