Feature,Importance,Percentage
Gene_SMIM10,0.08681494,8.681494
Gene_KCNJ8,0.075567,7.5566998
Gene_NEXN,0.06613566,6.613566
Gene_CNRIP1,0.05458167,5.4581666
Gene_LAMA4,0.04704571,4.7045712
Gene_SPARCL1,0.041360956,4.1360955
Gene_GSN,0.035038576,3.5038576
Gene_MATN2,0.029587565,2.9587564
Gene_GFPT2,0.029267434,2.9267435
Gene_TCEAL7,0.024183085,2.4183085
Gene_DNM3OS,0.021703143,2.1703143
Methylation_cg03651886,0.02110023,2.110023
Gene_POPDC2,0.018485457,1.8485457
Gene_SLC16A4,0.018459532,1.8459532
Gene_EDNRA,0.018209904,1.8209904
Methylation_cg10259004,0.017440509,1.7440509
Gene_EGFLAM,0.0140249925,1.4024992
Gene_PTGIS,0.013425471,1.3425472
Methylation_cg02030908,0.013350589,1.3350589
Gene_AXL,0.013249723,1.3249723
Gene_RBPMS,0.01307444,1.307444
Methylation_cg24414325,0.012353062,1.2353061
Methylation_cg17073859,0.011873273,1.1873273
Gene_MRC2,0.011336989,1.1336988
Methylation_cg01341751,0.01090467,1.090467
Gene_MAGI2-AS3,0.010693199,1.0693198
Gene_TAGLN,0.009612571,0.96125716
Gene_PKIG,0.009432445,0.9432445
Gene_GSDME,0.009239948,0.92399484
Methylation_cg27185501,0.008980937,0.8980937
Gene_FERMT2,0.008800527,0.8800527
Gene_RBMS3,0.008638377,0.8638377
Gene_PDE5A,0.008599921,0.8599921
Gene_KCNMA1,0.00837175,0.837175
Methylation_cg18990050,0.008271914,0.8271914
Gene_CCDC80,0.008168873,0.8168873
Methylation_cg18503912,0.008145519,0.81455183
Gene_ABCC9,0.0079949545,0.79949546
Gene_HSPB7,0.007882336,0.78823364
Methylation_cg17611046,0.007864828,0.7864828
Gene_CAVIN1,0.007815381,0.78153807
Gene_TSLP,0.0074991235,0.7499123
Gene_SERPINF1,0.0072865766,0.72865766
Methylation_cg01105356,0.0072257887,0.7225789
Methylation_cg11878712,0.006615614,0.6615614
Gene_TSPAN2,0.0065760664,0.65760666
Methylation_cg12795893,0.0062716976,0.6271697
Methylation_cg02856716,0.006197625,0.6197625
Methylation_cg06790581,0.00604818,0.604818
Gene_SERPING1,0.005778145,0.5778145
Methylation_cg10136560,0.0055368124,0.55368125
Methylation_cg13068653,0.005530475,0.55304754
Gene_ZEB1,0.0054283175,0.5428317
Methylation_cg12636499,0.005421181,0.54211813
Gene_TNFAIP8L3,0.005333373,0.5333373
Gene_ACTA2,0.0051812516,0.5181252
Gene_PMP22,0.0049276543,0.49276543
Gene_LINC00857,0.0047392207,0.47392207
Methylation_cg18575863,0.0047295955,0.47295955
Methylation_cg22374586,0.0046564373,0.46564373
Methylation_cg18113295,0.004584444,0.45844442
Methylation_cg20005760,0.0035218457,0.35218456
Gene_DNAJB5,0.0033879755,0.33879754
Gene_FBLN1,0.002970077,0.2970077
Gene_MEIS1,0.002965567,0.29655668
Gene_PPP1R12B,0.0028892867,0.2889287
Methylation_cg16274024,0.0026436038,0.26436037
Gene_RGS9,0.002572904,0.25729042
Gene_GLT8D2,0.0025092538,0.2509254
Methylation_cg05720733,0.0022901834,0.22901835
Gene_CFH,0.0015936953,0.15936953
Gene_KANK2,0.0,0.0
Gene_ITGA1,0.0,0.0
Gene_PABPC1P4,0.0,0.0
Methylation_cg02924487,0.0,0.0
Methylation_cg20782117,0.0,0.0
Gene_PLN,0.0,0.0
Gene_PNMA8B,0.0,0.0
Gene_CCDC69,0.0,0.0
Gene_CYS1,0.0,0.0
Methylation_cg04351597,0.0,0.0
Methylation_cg15574321,0.0,0.0
Gene_PDLIM7,0.0,0.0
Methylation_cg14926965,0.0,0.0
Gene_HACD4,0.0,0.0
Methylation_cg05971521,0.0,0.0
Gene_TMEM200B,0.0,0.0
Methylation_cg14025021,0.0,0.0
Gene_PRELP,0.0,0.0
Methylation_cg05047401,0.0,0.0
Gene_ARHGEF25,0.0,0.0
Gene_DACT3,0.0,0.0
Gene_SPON1,0.0,0.0
Methylation_cg26415787,0.0,0.0
Methylation_cg15202552,0.0,0.0
Gene_DBNDD2,0.0,0.0
Gene_NHSL2,0.0,0.0
Methylation_cg18921306,0.0,0.0
Gene_ANXA6,0.0,0.0
Gene_C8orf88,0.0,0.0
Gene_CARMN,0.0,0.0
Methylation_cg12537003,0.0,0.0
Gene_FENDRR,0.0,0.0
Gene_INMT,0.0,0.0
Gene_FLNA,0.0,0.0
Methylation_cg14125707,0.0,0.0
Gene_LAYN,0.0,0.0
Methylation_cg05115862,0.0,0.0
Methylation_cg09681300,0.0,0.0
Methylation_cg14954740,0.0,0.0
Methylation_cg02928928,0.0,0.0
Methylation_cg09367967,0.0,0.0
Methylation_cg24067652,0.0,0.0
Methylation_cg26174326,0.0,0.0
Methylation_cg11619922,0.0,0.0
Methylation_cg04540882,0.0,0.0
Methylation_cg05371791,0.0,0.0
Methylation_cg04237436,0.0,0.0
Methylation_cg02660440,0.0,0.0
Methylation_cg05142520,0.0,0.0
Methylation_cg06783429,0.0,0.0
Methylation_cg14991004,0.0,0.0
Methylation_cg14987431,0.0,0.0
Methylation_cg15972264,0.0,0.0
Methylation_cg17552357,0.0,0.0
Methylation_cg15645660,0.0,0.0
Methylation_cg21663666,0.0,0.0
Methylation_cg02486145,0.0,0.0
Methylation_cg20817941,0.0,0.0
Methylation_cg19927816,0.0,0.0
Methylation_cg11050988,0.0,0.0
Methylation_cg03001333,0.0,0.0
Methylation_cg18548864,0.0,0.0
Methylation_cg16438182,0.0,0.0
Methylation_cg19358373,0.0,0.0
Methylation_cg06132502,0.0,0.0
Methylation_cg20802392,0.0,0.0
Methylation_cg27531366,0.0,0.0
Methylation_cg14400030,0.0,0.0
Methylation_cg02750065,0.0,0.0
Methylation_cg26127114,0.0,0.0
Methylation_cg09304381,0.0,0.0
Methylation_cg02630477,0.0,0.0
Methylation_cg01022670,0.0,0.0
Methylation_cg13080721,0.0,0.0
Methylation_cg03137071,0.0,0.0
Methylation_cg01236063,0.0,0.0
Methylation_cg25469418,0.0,0.0
Methylation_cg15735240,0.0,0.0
Methylation_cg15511120,0.0,0.0
Methylation_cg14414903,0.0,0.0
Methylation_cg18857467,0.0,0.0
Methylation_cg14029001,0.0,0.0
Methylation_cg07816247,0.0,0.0
Gene_TMLHE,0.0,0.0
Methylation_cg23028772,0.0,0.0
Methylation_cg13280041,0.0,0.0
Methylation_cg09310065,0.0,0.0
Methylation_cg27244773,0.0,0.0
Methylation_cg10591771,0.0,0.0
Methylation_cg22644320,0.0,0.0
Methylation_cg04792034,0.0,0.0
Methylation_cg13983182,0.0,0.0
Methylation_cg05711445,0.0,0.0
Methylation_cg10094238,0.0,0.0
Methylation_cg20048045,0.0,0.0
Methylation_cg12410980,0.0,0.0
Methylation_cg20068058,0.0,0.0
Methylation_cg24586039,0.0,0.0
Methylation_cg26196424,0.0,0.0
Gene_C3orf70,0.0,0.0
Gene_MRGPRF,0.0,0.0
Gene_AHNAK2,0.0,0.0
Gene_PRKG1,0.0,0.0
Gene_CAV1,0.0,0.0
Gene_NCS1,0.0,0.0
Gene_MPP2,0.0,0.0
Gene_EYA4,0.0,0.0
Gene_RASGRF2,0.0,0.0
Gene_DPYSL3,0.0,0.0
Gene_FHL2,0.0,0.0
Gene_PRRX1,0.0,0.0
Gene_NRP2,0.0,0.0
Gene_CLU,0.0,0.0
Gene_CHST3,0.0,0.0
Gene_NECAB1,0.0,0.0
Gene_ITIH5,0.0,0.0
Gene_GLIS2,0.0,0.0
Gene_FLNC,0.0,0.0
Gene_PALLD,0.0,0.0
Gene_CNN1,0.0,0.0
Gene_AOC3,0.0,0.0
Gene_NES,0.0,0.0
Gene_SYT11,0.0,0.0
Gene_BHMT2,0.0,0.0
Gene_MYH11,0.0,0.0
Gene_GSTM5,0.0,0.0
Gene_ADAMTS8,0.0,0.0
Gene_NT5E,0.0,0.0
Gene_ITGA7,0.0,0.0
Gene_GYPC,0.0,0.0
Gene_FXYD6,0.0,0.0
Gene_GIPC2,0.0,0.0
Gene_CAV2,0.0,0.0
Gene_CLIP3,0.0,0.0
Gene_SYDE1,0.0,0.0
Gene_IRAG1,0.0,0.0
Gene_IFFO1,0.0,0.0
Gene_MAMLD1,0.0,0.0
Gene_ADGRA2,0.0,0.0
Gene_FHL1,0.0,0.0
Gene_EHD2,0.0,0.0
Gene_AGPAT4,0.0,0.0
Gene_TIMP2,0.0,0.0
Gene_DKK3,0.0,0.0
Gene_FOXC1,0.0,0.0
Gene_ATP2B4,0.0,0.0
Gene_PYGM,0.0,0.0
Gene_TGFBR3,0.0,0.0
Gene_SPEG,0.0,0.0
Gene_MCAM,0.0,0.0
Gene_RASL12,0.0,0.0
Gene_TNS1,0.0,0.0
Gene_COL16A1,0.0,0.0
Gene_MMP2,0.0,0.0
Gene_HEPH,0.0,0.0
Gene_NLRP1,0.0,0.0
Gene_DPYSL2,0.0,0.0
Gene_SORBS1,0.0,0.0
Gene_PRTFDC1,0.0,0.0
Gene_LGALS1,0.0,0.0
Gene_TIMP3,0.0,0.0
Gene_ASB2,0.0,0.0
Gene_WFDC1,0.0,0.0
Gene_FOXF1,0.0,0.0
Gene_EMILIN1,0.0,0.0
Gene_FGF2,0.0,0.0
Gene_TPM1,0.0,0.0
Gene_HSPB6,0.0,0.0
Gene_MAMDC2,0.0,0.0
Gene_VSTM4,0.0,0.0
Gene_CLMP,0.0,0.0
Gene_BMERB1,0.0,0.0
Gene_MAP1A,0.0,0.0
Gene_NAALADL1,0.0,0.0
Gene_SCARA3,0.0,0.0
Gene_RAB31,0.0,0.0
Gene_FAXDC2,0.0,0.0
Gene_SYNPO,0.0,0.0
Gene_RCAN2,0.0,0.0
Gene_SYNPO2,0.0,0.0
Gene_EFEMP2,0.0,0.0
Gene_ADCY5,0.0,0.0
Gene_PRICKLE2,0.0,0.0
Gene_WFIKKN2,0.0,0.0
Gene_C1QTNF1,0.0,0.0
Gene_MSRB3,0.0,0.0
Gene_CD248,0.0,0.0
Gene_MB21D2,0.0,0.0
Gene_SYNM,0.0,0.0
Gene_C1S,0.0,0.0
Gene_MXRA7,0.0,0.0
Gene_GJC1,0.0,0.0
Gene_GAS6,0.0,0.0
Gene_OLFML1,0.0,0.0
Gene_FAM162B,0.0,0.0
Gene_SLC24A3,0.0,0.0
Gene_SCRG1,0.0,0.0
Gene_LMOD1,0.0,0.0
Gene_MFGE8,0.0,0.0
Gene_JPH2,0.0,0.0
Gene_TGFB1I1,0.0,0.0
Gene_GNAL,0.0,0.0
Gene_IGFBP4,0.0,0.0
Gene_COL6A1,0.0,0.0
Gene_SLC47A1,0.0,0.0
Gene_TINAGL1,0.0,0.0
Gene_BOC,0.0,0.0
Gene_KCNMB1,0.0,0.0
Gene_ITGB1BP2,0.0,0.0
Gene_AOPEP,0.0,0.0
Gene_STOM,0.0,0.0
Gene_NCAM1,0.0,0.0
